disp_id;client_id;account_id;type
2976;2976;2465;o
2977;2977;2466;o
2978;2978;2467;o
2979;2979;2468;o
2980;2980;2469;o
2981;2981;2470;o
2982;2982;2471;o
2983;2983;2471;d
2984;2984;2472;o
2985;2985;2472;d
2986;2986;2473;o
2987;2987;2473;d
2988;2988;2474;o
2989;2989;2475;o
2990;2990;2476;o
2991;2991;2476;d
2992;2992;2477;o
2994;2994;2479;o
2995;2995;2480;o
2996;2996;2481;o
2997;2997;2482;o
2998;2998;2483;o
2999;2999;2484;o
3000;3000;2485;o
3001;3001;2486;o
3002;3002;2487;o
3003;3003;2488;o
3004;3004;2488;d
3005;3005;2489;o
3006;3006;2490;o
3007;3007;2491;o
3008;3008;2492;o
3009;3009;2493;o
3010;3010;2493;d
3011;3011;2494;o
3012;3012;2495;o
3013;3013;2496;o
3014;3014;2496;d
3015;3015;2497;o
3016;3016;2498;o
3017;3017;2499;o
3018;3018;2500;o
3019;3019;2501;o
3020;3020;2502;o
3021;3021;2503;o
3022;3022;2503;d
3023;3023;2504;o
3024;3024;2505;o
3025;3025;2505;d
3026;3026;2506;o
3027;3027;2507;o
3028;3028;2508;o
3029;3029;2509;o
3030;3030;2510;o
3031;3031;2511;o
3032;3032;2511;d
3035;3035;2513;o
3036;3036;2514;o
3037;3037;2515;o
3038;3038;2516;o
3039;3039;2517;o
3041;3041;2519;o
3042;3042;2520;o
3043;3043;2521;o
3044;3044;2522;o
3045;3045;2523;o
3046;3046;2524;o
3047;3047;2525;o
3048;3048;2526;o
3049;3049;2527;o
3050;3050;2527;d
3051;3051;2528;o
3054;3054;2530;o
3055;3055;2531;o
3056;3056;2532;o
3057;3057;2532;d
3058;3058;2533;o
3059;3059;2534;o
3060;3060;2535;o
3061;3061;2535;d
3062;3062;2536;o
3063;3063;2537;o
3064;3064;2538;o
3065;3065;2539;o
3066;3066;2540;o
3067;3067;2541;o
3068;3068;2541;d
3069;3069;2542;o
3070;3070;2543;o
3071;3071;2544;o
3072;3072;2545;o
3073;3073;2545;d
3074;3074;2546;o
3075;3075;2547;o
3076;3076;2548;o
3077;3077;2549;o
3078;3078;2549;d
3079;3079;2550;o
3080;3080;2551;o
3081;3081;2551;d
3082;3082;2552;o
3083;3083;2553;o
3084;3084;2554;o
3085;3085;2555;o
3086;3086;2555;d
3087;3087;2556;o
3088;3088;2557;o
3089;3089;2558;o
3090;3090;2559;o
3091;3091;2560;o
3092;3092;2561;o
3093;3093;2562;o
3094;3094;2563;o
3095;3095;2564;o
3096;3096;2565;o
3097;3097;2566;o
3098;3098;2567;o
3099;3099;2568;o
3100;3100;2569;o
3101;3101;2570;o
3102;3102;2571;o
3103;3103;2572;o
3104;3104;2573;o
3105;3105;2574;o
3106;3106;2575;o
3107;3107;2576;o
3108;3108;2576;d
3109;3109;2577;o
3110;3110;2578;o
3111;3111;2578;d
3112;3112;2579;o
3113;3113;2580;o
3114;3114;2580;d
3115;3115;2581;o
3116;3116;2582;o
3117;3117;2583;o
3118;3118;2583;d
3119;3119;2584;o
3120;3120;2585;o
3121;3121;2586;o
3122;3122;2586;d
3123;3123;2587;o
3124;3124;2588;o
3125;3125;2589;o
3126;3126;2590;o
3127;3127;2591;o
3128;3128;2592;o
3129;3129;2593;o
3130;3130;2594;o
3131;3131;2595;o
3132;3132;2596;o
3133;3133;2597;o
3134;3134;2598;o
3135;3135;2599;o
3136;3136;2600;o
3137;3137;2601;o
3138;3138;2601;d
3139;3139;2602;o
3140;3140;2602;d
3141;3141;2603;o
3142;3142;2604;o
3143;3143;2605;o
3144;3144;2606;o
3145;3145;2606;d
3146;3146;2607;o
3147;3147;2608;o
3148;3148;2609;o
3149;3149;2609;d
3150;3150;2610;o
3151;3151;2611;o
3152;3152;2612;o
3153;3153;2613;o
3154;3154;2613;d
3155;3155;2614;o
3156;3156;2615;o
3157;3157;2616;o
3158;3158;2617;o
3159;3159;2618;o
3160;3160;2619;o
3161;3161;2620;o
3162;3162;2621;o
3163;3163;2622;o
3164;3164;2622;d
3165;3165;2623;o
3166;3166;2624;o
3167;3167;2625;o
3170;3170;2627;o
3171;3171;2627;d
3172;3172;2628;o
3173;3173;2629;o
3174;3174;2629;d
3175;3175;2630;o
3176;3176;2631;o
3177;3177;2632;o
3178;3178;2633;o
3179;3179;2634;o
3180;3180;2634;d
3181;3181;2635;o
3182;3182;2636;o
3183;3183;2637;o
3184;3184;2638;o
3185;3185;2639;o
3186;3186;2640;o
3187;3187;2641;o
3188;3188;2642;o
3190;3190;2644;o
3191;3191;2645;o
3192;3192;2646;o
3193;3193;2647;o
3194;3194;2648;o
3195;3195;2649;o
3196;3196;2650;o
3197;3197;2651;o
3198;3198;2651;d
3199;3199;2652;o
3200;3200;2652;d
3201;3201;2653;o
3202;3202;2654;o
3203;3203;2655;o
3204;3204;2655;d
3205;3205;2656;o
3206;3206;2656;d
3207;3207;2657;o
3208;3208;2658;o
3209;3209;2658;d
3210;3210;2659;o
3211;3211;2660;o
3213;3213;2661;o
3214;3214;2662;o
3215;3215;2663;o
3216;3216;2664;o
3217;3217;2665;o
3218;3218;2666;o
3219;3219;2666;d
3220;3220;2667;o
3221;3221;2667;d
3222;3222;2668;o
3225;3225;2670;o
3226;3226;2671;o
3227;3227;2672;o
3228;3228;2673;o
3229;3229;2674;o
3230;3230;2675;o
3231;3231;2676;o
3232;3232;2677;o
3233;3233;2678;o
3234;3234;2679;o
3235;3235;2680;o
3236;3236;2681;o
3239;3239;2684;o
3240;3240;2685;o
3241;3241;2686;o
3242;3242;2686;d
3243;3243;2687;o
3244;3244;2688;o
3245;3245;2689;o
3246;3246;2690;o
3247;3247;2691;o
3248;3248;2692;o
3249;3249;2693;o
3250;3250;2693;d
3251;3251;2694;o
3252;3252;2694;d
3253;3253;2695;o
3254;3254;2696;o
3255;3255;2697;o
3256;3256;2698;o
3257;3257;2699;o
3258;3258;2700;o
3259;3259;2701;o
3260;3260;2702;o
3261;3261;2702;d
3262;3262;2703;o
3264;3264;2705;o
3265;3265;2706;o
3266;3266;2706;d
3267;3267;2707;o
3268;3268;2708;o
3269;3269;2709;o
3270;3270;2710;o
3271;3271;2711;o
3272;3272;2712;o
3273;3273;2712;d
3274;3274;2713;o
3275;3275;2713;d
3276;3276;2714;o
3277;3277;2715;o
3278;3278;2715;d
3279;3279;2716;o
3280;3280;2716;d
3281;3281;2717;o
3282;3282;2718;o
3283;3283;2719;o
3284;3284;2720;o
3285;3285;2720;d
3286;3286;2721;o
3287;3287;2721;d
3288;3288;2722;o
3289;3289;2723;o
3290;3290;2724;o
3291;3291;2725;o
3292;3292;2726;o
3293;3293;2727;o
3294;3294;2728;o
3295;3295;2729;o
3296;3296;2730;o
3297;3297;2731;o
3298;3298;2732;o
3299;3299;2733;o
3300;3300;2734;o
3302;3302;2736;o
3303;3303;2736;d
3304;3304;2737;o
3305;3305;2738;o
3306;3306;2739;o
3307;3307;2740;o
3308;3308;2741;o
3309;3309;2741;d
3310;3310;2742;o
3311;3311;2743;o
3312;3312;2744;o
3313;3313;2745;o
3314;3314;2746;o
3315;3315;2746;d
3316;3316;2747;o
3317;3317;2747;d
3319;3319;2749;o
3320;3320;2749;d
3321;3321;2750;o
3322;3322;2751;o
3323;3323;2752;o
3324;3324;2753;o
3325;3325;2753;d
3326;3326;2754;o
3327;3327;2755;o
3328;3328;2756;o
3329;3329;2757;o
3330;3330;2757;d
3331;3331;2758;o
3332;3332;2759;o
3333;3333;2760;o
3334;3334;2761;o
3335;3335;2762;o
3336;3336;2763;o
3337;3337;2764;o
3338;3338;2765;o
3339;3339;2766;o
3340;3340;2767;o
3341;3341;2767;d
3342;3342;2768;o
3344;3344;2770;o
3345;3345;2771;o
3346;3346;2771;d
3347;3347;2772;o
3348;3348;2773;o
3349;3349;2774;o
3350;3350;2775;o
3351;3351;2775;d
3352;3352;2776;o
3353;3353;2776;d
3354;3354;2777;o
3355;3355;2778;o
3356;3356;2779;o
3357;3357;2780;o
3358;3358;2781;o
3359;3359;2782;o
3360;3360;2783;o
3361;3361;2784;o
3365;3365;2787;o
3366;3366;2788;o
3367;3367;2788;d
3368;3368;2789;o
3369;3369;2790;o
3370;3370;2791;o
3371;3371;2791;d
3372;3372;2792;o
3373;3373;2793;o
3374;3374;2793;d
3375;3375;2794;o
3376;3376;2795;o
3377;3377;2795;d
3378;3378;2796;o
3379;3379;2796;d
3380;3380;2797;o
3381;3381;2798;o
3382;3382;2799;o
3383;3383;2799;d
3384;3384;2800;o
3385;3385;2801;o
3386;3386;2802;o
3387;3387;2803;o
3388;3388;2804;o
3389;3389;2805;o
3390;3390;2806;o
3391;3391;2807;o
3392;3392;2808;o
3393;3393;2809;o
3394;3394;2810;o
3395;3395;2811;o
3396;3396;2812;o
3397;3397;2813;o
3398;3398;2813;d
3399;3399;2814;o
3402;3402;2816;o
3403;3403;2816;d
3404;3404;2817;o
3405;3405;2818;o
3406;3406;2818;d
3407;3407;2819;o
3408;3408;2819;d
3409;3409;2820;o
3410;3410;2821;o
3412;3412;2823;o
3413;3413;2823;d
3414;3414;2824;o
3415;3415;2825;o
3416;3416;2826;o
3417;3417;2826;d
3418;3418;2827;o
3420;3420;2829;o
3421;3421;2830;o
3422;3422;2831;o
3423;3423;2832;o
3424;3424;2833;o
3425;3425;2834;o
3426;3426;2835;o
3427;3427;2836;o
3428;3428;2836;d
3429;3429;2837;o
3430;3430;2838;o
3431;3431;2839;o
3432;3432;2840;o
3433;3433;2841;o
3434;3434;2841;d
3435;3435;2842;o
3436;3436;2843;o
3437;3437;2843;d
3438;3438;2844;o
3439;3439;2845;o
3440;3440;2846;o
3441;3441;2847;o
3443;3443;2849;o
3444;3444;2850;o
3445;3445;2851;o
3446;3446;2852;o
3447;3447;2853;o
3448;3448;2854;o
3449;3449;2855;o
3450;3450;2856;o
3451;3451;2857;o
3452;3452;2857;d
3453;3453;2858;o
3454;3454;2859;o
3455;3455;2859;d
3456;3456;2860;o
3457;3457;2861;o
3458;3458;2862;o
3459;3459;2863;o
3460;3460;2863;d
3461;3461;2864;o
3462;3462;2864;d
3463;3463;2865;o
3464;3464;2866;o
3465;3465;2867;o
3466;3466;2868;o
3467;3467;2868;d
3468;3468;2869;o
3469;3469;2870;o
3470;3470;2871;o
3471;3471;2872;o
3472;3472;2873;o
3473;3473;2873;d
3474;3474;2874;o
3475;3475;2875;o
3476;3476;2876;o
3477;3477;2877;o
3478;3478;2878;o
3479;3479;2878;d
3480;3480;2879;o
3481;3481;2879;d
3482;3482;2880;o
3483;3483;2881;o
3484;3484;2882;o
3485;3485;2883;o
3486;3486;2884;o
3487;3487;2885;o
3488;3488;2886;o
3489;3489;2887;o
3490;3490;2888;o
3491;3491;2888;d
3492;3492;2889;o
3493;3493;2890;o
3494;3494;2891;o
3495;3495;2892;o
3496;3496;2892;d
3497;3497;2893;o
3498;3498;2894;o
3499;3499;2895;o
3500;3500;2896;o
3501;3501;2897;o
3502;3502;2898;o
3503;3503;2898;d
3504;3504;2899;o
3505;3505;2900;o
3506;3506;2901;o
3507;3507;2902;o
3508;3508;2903;o
3509;3509;2903;d
3510;3510;2904;o
3511;3511;2905;o
3512;3512;2906;o
3513;3513;2907;o
3514;3514;2907;d
3515;3515;2908;o
3516;3516;2909;o
3517;3517;2910;o
3518;3518;2911;o
3519;3519;2912;o
3520;3520;2913;o
3521;3521;2914;o
3522;3522;2915;o
3523;3523;2916;o
3524;3524;2917;o
3525;3525;2918;o
3526;3526;2918;d
3527;3527;2919;o
3528;3528;2920;o
3529;3529;2921;o
3530;3530;2922;o
3531;3531;2923;o
3532;3532;2924;o
3533;3533;2925;o
3534;3534;2926;o
3535;3535;2927;o
3536;3536;2928;o
3537;3537;2929;o
3538;3538;2930;o
3539;3539;2931;o
3540;3540;2932;o
3541;3541;2932;d
3542;3542;2933;o
3543;3543;2933;d
3544;3544;2934;o
3545;3545;2935;o
3546;3546;2936;o
3547;3547;2937;o
3548;3548;2938;o
3549;3549;2939;o
3550;3550;2940;o
3552;3552;2942;o
3554;3554;2944;o
3555;3555;2944;d
3556;3556;2945;o
3557;3557;2945;d
3558;3558;2946;o
3559;3559;2947;o
3560;3560;2947;d
3562;3562;2949;o
3563;3563;2949;d
3564;3564;2950;o
3565;3565;2951;o
3566;3566;2952;o
3567;3567;2953;o
3568;3568;2954;o
3569;3569;2955;o
3570;3570;2956;o
3571;3571;2957;o
3572;3572;2958;o
3573;3573;2959;o
3574;3574;2960;o
3575;3575;2961;o
3576;3576;2962;o
3577;3577;2963;o
3578;3578;2964;o
3579;3579;2964;d
3580;3580;2965;o
3581;3581;2966;o
3582;3582;2967;o
3583;3583;2968;o
3584;3584;2968;d
3585;3585;2969;o
3586;3586;2970;o
3587;3587;2970;d
3588;3588;2971;o
3589;3589;2972;o
3590;3590;2973;o
3591;3591;2974;o
3592;3592;2974;d
3594;3594;2976;o
3595;3595;2977;o
3596;3596;2978;o
3597;3597;2979;o
3598;3598;2980;o
3599;3599;2980;d
3600;3600;2981;o
3601;3601;2982;o
3602;3602;2982;d
3603;3603;2983;o
3605;3605;2985;o
3606;3606;2986;o
3607;3607;2987;o
3608;3608;2988;o
3609;3609;2988;d
3610;3610;2989;o
3611;3611;2990;o
3612;3612;2991;o
3613;3613;2991;d
3614;3614;2992;o
3615;3615;2993;o
3616;3616;2994;o
3617;3617;2995;o
3618;3618;2996;o
3619;3619;2997;o
3620;3620;2998;o
3621;3621;2999;o
3622;3622;2999;d
3623;3623;3000;o
3624;3624;3001;o
3627;3627;3003;o
3628;3628;3004;o
3629;3629;3005;o
3630;3630;3006;o
3631;3631;3006;d
3632;3632;3007;o
3633;3633;3008;o
3634;3634;3009;o
3635;3635;3009;d
3636;3636;3010;o
3637;3637;3011;o
3638;3638;3012;o
3639;3639;3013;o
3640;3640;3014;o
3641;3641;3014;d
3642;3642;3015;o
3643;3643;3016;o
3644;3644;3017;o
3645;3645;3018;o
3646;3646;3019;o
3647;3647;3019;d
3648;3648;3020;o
3649;3649;3021;o
3650;3650;3022;o
3651;3651;3023;o
3652;3652;3024;o
3653;3653;3024;d
3654;3654;3025;o
3655;3655;3026;o
3656;3656;3027;o
3657;3657;3027;d
3658;3658;3028;o
3659;3659;3029;o
3660;3660;3030;o
3661;3661;3031;o
3662;3662;3032;o
3663;3663;3033;o
3664;3664;3033;d
3667;3667;3035;o
3668;3668;3035;d
3669;3669;3036;o
3670;3670;3037;o
3671;3671;3038;o
3672;3672;3038;d
3673;3673;3039;o
3674;3674;3040;o
3675;3675;3041;o
3676;3676;3042;o
3677;3677;3042;d
3678;3678;3043;o
3679;3679;3044;o
3680;3680;3044;d
3681;3681;3045;o
3682;3682;3045;d
3683;3683;3046;o
3684;3684;3047;o
3685;3685;3048;o
3686;3686;3049;o
3687;3687;3050;o
3688;3688;3050;d
3689;3689;3051;o
3690;3690;3052;o
3691;3691;3053;o
3693;3693;3055;o
3694;3694;3055;d
3695;3695;3056;o
3696;3696;3056;d
3697;3697;3057;o
3698;3698;3058;o
3699;3699;3059;o
3700;3700;3059;d
3701;3701;3060;o
3702;3702;3061;o
3703;3703;3062;o
3704;3704;3063;o
3705;3705;3064;o
3707;3707;3066;o
3708;3708;3067;o
3709;3709;3067;d
3710;3710;3068;o
3711;3711;3069;o
3712;3712;3070;o
3713;3713;3071;o
3714;3714;3072;o
3716;3716;3074;o
3717;3717;3075;o
3718;3718;3075;d
3719;3719;3076;o
3720;3720;3076;d
3721;3721;3077;o
3722;3722;3078;o
3723;3723;3079;o
3724;3724;3080;o
3727;3727;3082;o
3728;3728;3083;o
3729;3729;3083;d
3730;3730;3084;o
3732;3732;3085;o
3733;3733;3086;o
3734;3734;3087;o
3735;3735;3088;o
3736;3736;3088;d
3737;3737;3089;o
3738;3738;3090;o
3739;3739;3091;o
3740;3740;3092;o
3741;3741;3093;o
3742;3742;3094;o
3743;3743;3094;d
3745;3745;3096;o
3746;3746;3097;o
3747;3747;3098;o
3748;3748;3099;o
3749;3749;3100;o
3750;3750;3101;o
3751;3751;3102;o
3752;3752;3102;d
3753;3753;3103;o
3754;3754;3104;o
3755;3755;3105;o
3756;3756;3106;o
3757;3757;3107;o
3758;3758;3108;o
3759;3759;3108;d
3760;3760;3109;o
3761;3761;3110;o
3762;3762;3111;o
3763;3763;3112;o
3764;3764;3112;d
3765;3765;3113;o
3766;3766;3114;o
3767;3767;3115;o
3768;3768;3115;d
3769;3769;3116;o
3770;3770;3117;o
3771;3771;3118;o
3772;3772;3118;d
3773;3773;3119;o
3774;3774;3120;o
3775;3775;3121;o
3776;3776;3122;o
3777;3777;3122;d
3779;3779;3124;o
3780;3780;3125;o
3781;3781;3126;o
3782;3782;3127;o
3783;3783;3128;o
3784;3784;3128;d
3785;3785;3129;o
3786;3786;3130;o
3787;3787;3131;o
3788;3788;3132;o
3789;3789;3133;o
3790;3790;3134;o
3791;3791;3135;o
3792;3792;3136;o
3793;3793;3137;o
3794;3794;3138;o
3795;3795;3139;o
3796;3796;3140;o
3797;3797;3140;d
3798;3798;3141;o
3799;3799;3142;o
3800;3800;3143;o
3801;3801;3143;d
3802;3802;3144;o
3803;3803;3145;o
3804;3804;3145;d
3805;3805;3146;o
3806;3806;3147;o
3807;3807;3148;o
3808;3808;3149;o
3811;3811;3151;o
3812;3812;3152;o
3813;3813;3153;o
3814;3814;3154;o
3815;3815;3155;o
3816;3816;3156;o
3817;3817;3157;o
3818;3818;3158;o
3819;3819;3158;d
3821;3821;3160;o
3822;3822;3161;o
3823;3823;3162;o
3824;3824;3163;o
3825;3825;3163;d
3826;3826;3164;o
3827;3827;3164;d
3829;3829;3166;o
3830;3830;3167;o
3831;3831;3168;o
3832;3832;3168;d
3833;3833;3169;o
3834;3834;3170;o
3835;3835;3171;o
3836;3836;3172;o
3837;3837;3173;o
3838;3838;3174;o
3839;3839;3174;d
3840;3840;3175;o
3841;3841;3176;o
3842;3842;3177;o
3843;3843;3178;o
3844;3844;3179;o
3845;3845;3180;o
3846;3846;3181;o
3847;3847;3182;o
3848;3848;3183;o
3849;3849;3184;o
3850;3850;3185;o
3851;3851;3185;d
3852;3852;3186;o
3853;3853;3187;o
3854;3854;3188;o
3855;3855;3189;o
3856;3856;3190;o
3857;3857;3191;o
3858;3858;3192;o
3859;3859;3192;d
3860;3860;3193;o
3861;3861;3194;o
3862;3862;3195;o
3863;3863;3196;o
3864;3864;3196;d
3865;3865;3197;o
3866;3866;3197;d
3868;3868;3199;o
3869;3869;3200;o
3870;3870;3201;o
3871;3871;3201;d
3872;3872;3202;o
3873;3873;3203;o
3874;3874;3204;o
3875;3875;3205;o
3876;3876;3205;d
3877;3877;3206;o
3880;3880;3208;o
3881;3881;3209;o
3882;3882;3209;d
3883;3883;3210;o
3884;3884;3211;o
3885;3885;3212;o
3886;3886;3213;o
3887;3887;3214;o
3888;3888;3214;d
3890;3890;3216;o
3891;3891;3217;o
3892;3892;3218;o
3893;3893;3219;o
3894;3894;3220;o
3895;3895;3220;d
3896;3896;3221;o
3897;3897;3222;o
3898;3898;3223;o
3899;3899;3224;o
3900;3900;3225;o
3901;3901;3225;d
3902;3902;3226;o
3903;3903;3227;o
3904;3904;3228;o
3905;3905;3228;d
3906;3906;3229;o
3907;3907;3230;o
3908;3908;3231;o
3909;3909;3231;d
3910;3910;3232;o
3911;3911;3233;o
3912;3912;3234;o
3913;3913;3235;o
3914;3914;3236;o
3915;3915;3237;o
3916;3916;3238;o
3917;3917;3238;d
3918;3918;3239;o
3919;3919;3240;o
3920;3920;3241;o
3921;3921;3242;o
3922;3922;3243;o
3923;3923;3243;d
3924;3924;3244;o
3925;3925;3245;o
3926;3926;3246;o
3927;3927;3247;o
3928;3928;3248;o
3929;3929;3249;o
3930;3930;3250;o
3931;3931;3250;d
3932;3932;3251;o
3933;3933;3251;d
3934;3934;3252;o
3935;3935;3253;o
3936;3936;3254;o
3937;3937;3254;d
3938;3938;3255;o
3939;3939;3256;o
3942;3942;3258;o
3943;3943;3259;o
3944;3944;3260;o
3945;3945;3260;d
3946;3946;3261;o
3947;3947;3262;o
3948;3948;3263;o
3949;3949;3263;d
3950;3950;3264;o
3951;3951;3264;d
3952;3952;3265;o
3953;3953;3266;o
3954;3954;3267;o
3955;3955;3267;d
3956;3956;3268;o
3957;3957;3268;d
3958;3958;3269;o
3959;3959;3270;o
3960;3960;3271;o
3961;3961;3272;o
3962;3962;3273;o
3963;3963;3274;o
3964;3964;3275;o
3965;3965;3276;o
3966;3966;3276;d
3967;3967;3277;o
3968;3968;3277;d
3969;3969;3278;o
3970;3970;3279;o
3971;3971;3280;o
3972;3972;3281;o
3973;3973;3282;o
3974;3974;3283;o
3975;3975;3284;o
3976;3976;3285;o
3977;3977;3286;o
3978;3978;3287;o
3979;3979;3288;o
3980;3980;3289;o
3981;3981;3290;o
3982;3982;3291;o
3983;3983;3292;o
3984;3984;3293;o
3985;3985;3294;o
3987;3987;3296;o
3988;3988;3297;o
3989;3989;3297;d
3990;3990;3298;o
3991;3991;3299;o
3992;3992;3300;o
3993;3993;3301;o
3994;3994;3302;o
3995;3995;3303;o
3996;3996;3304;o
3997;3997;3305;o
3998;3998;3306;o
3999;3999;3307;o
4000;4000;3308;o
4001;4001;3309;o
4002;4002;3310;o
4003;4003;3311;o
4004;4004;3312;o
4006;4006;3314;o
4007;4007;3315;o
4008;4008;3315;d
4009;4009;3316;o
4010;4010;3317;o
4011;4011;3318;o
4012;4012;3319;o
4013;4013;3320;o
4014;4014;3321;o
4015;4015;3322;o
4016;4016;3323;o
4017;4017;3323;d
4018;4018;3324;o
4019;4019;3325;o
4020;4020;3326;o
4021;4021;3327;o
4022;4022;3328;o
4023;4023;3328;d
4024;4024;3329;o
4025;4025;3329;d
4026;4026;3330;o
4027;4027;3331;o
4028;4028;3331;d
4029;4029;3332;o
4030;4030;3333;o
4031;4031;3334;o
4032;4032;3335;o
4033;4033;3336;o
4034;4034;3337;o
4035;4035;3337;d
4036;4036;3338;o
4037;4037;3339;o
4040;4040;3342;o
4041;4041;3342;d
4042;4042;3343;o
4043;4043;3344;o
4044;4044;3345;o
4046;4046;3346;o
4047;4047;3346;d
4048;4048;3347;o
4049;4049;3348;o
4050;4050;3349;o
4051;4051;3350;o
4052;4052;3350;d
4053;4053;3351;o
4054;4054;3352;o
4055;4055;3353;o
4056;4056;3354;o
4057;4057;3355;o
4059;4059;3357;o
4060;4060;3358;o
4061;4061;3359;o
4062;4062;3360;o
4063;4063;3361;o
4064;4064;3361;d
4065;4065;3362;o
4066;4066;3363;o
4067;4067;3364;o
4068;4068;3365;o
4069;4069;3366;o
4070;4070;3366;d
4071;4071;3367;o
4072;4072;3367;d
4073;4073;3368;o
4074;4074;3368;d
4075;4075;3369;o
4076;4076;3370;o
4077;4077;3371;o
4078;4078;3372;o
4079;4079;3373;o
4080;4080;3374;o
4081;4081;3375;o
4082;4082;3376;o
4083;4083;3377;o
4084;4084;3378;o
4085;4085;3378;d
4086;4086;3379;o
4087;4087;3380;o
4088;4088;3381;o
4089;4089;3381;d
4090;4090;3382;o
4091;4091;3383;o
4092;4092;3384;o
4093;4093;3385;o
4094;4094;3386;o
4095;4095;3387;o
4096;4096;3387;d
4098;4098;3389;o
4099;4099;3390;o
4100;4100;3391;o
4101;4101;3392;o
4102;4102;3393;o
4103;4103;3393;d
4104;4104;3394;o
4105;4105;3395;o
4106;4106;3396;o
4107;4107;3397;o
4108;4108;3398;o
4109;4109;3399;o
4112;4112;3401;o
4113;4113;3402;o
4114;4114;3403;o
4115;4115;3404;o
4116;4116;3405;o
4117;4117;3406;o
4118;4118;3407;o
4119;4119;3408;o
4120;4120;3408;d
4121;4121;3409;o
4122;4122;3410;o
4123;4123;3410;d
4124;4124;3411;o
4125;4125;3412;o
4126;4126;3413;o
4127;4127;3413;d
4129;4129;3415;o
4131;4131;3417;o
4132;4132;3418;o
4133;4133;3418;d
4134;4134;3419;o
4136;4136;3421;o
4137;4137;3422;o
4138;4138;3423;o
4139;4139;3424;o
4140;4140;3425;o
4141;4141;3426;o
4142;4142;3427;o
4143;4143;3428;o
4144;4144;3428;d
4145;4145;3429;o
4146;4146;3430;o
4147;4147;3431;o
4148;4148;3431;d
4149;4149;3432;o
4150;4150;3432;d
4151;4151;3433;o
4152;4152;3433;d
4153;4153;3434;o
4154;4154;3434;d
4155;4155;3435;o
4156;4156;3436;o
4157;4157;3437;o
4158;4158;3438;o
4159;4159;3438;d
4160;4160;3439;o
4161;4161;3440;o
4163;4163;3442;o
4164;4164;3443;o
4165;4165;3444;o
4166;4166;3445;o
4167;4167;3446;o
4169;4169;3448;o
4170;4170;3448;d
4171;4171;3449;o
4172;4172;3450;o
4173;4173;3451;o
4174;4174;3452;o
4175;4175;3453;o
4176;4176;3454;o
4177;4177;3455;o
4178;4178;3456;o
4179;4179;3457;o
4180;4180;3458;o
4181;4181;3459;o
4182;4182;3460;o
4183;4183;3460;d
4184;4184;3461;o
4185;4185;3462;o
4186;4186;3463;o
4187;4187;3464;o
4188;4188;3465;o
4189;4189;3466;o
4190;4190;3467;o
4191;4191;3468;o
4192;4192;3469;o
4193;4193;3470;o
4194;4194;3471;o
4195;4195;3471;d
4196;4196;3472;o
4198;4198;3474;o
4199;4199;3474;d
4201;4201;3476;o
4202;4202;3476;d
4203;4203;3477;o
4204;4204;3477;d
4205;4205;3478;o
4206;4206;3479;o
4207;4207;3480;o
4209;4209;3482;o
4210;4210;3483;o
4211;4211;3484;o
4212;4212;3485;o
4213;4213;3486;o
4214;4214;3486;d
4215;4215;3487;o
4217;4217;3489;o
4218;4218;3490;o
4219;4219;3491;o
4220;4220;3492;o
4221;4221;3493;o
4222;4222;3494;o
4223;4223;3495;o
4224;4224;3496;o
4225;4225;3497;o
4226;4226;3498;o
4227;4227;3499;o
4229;4229;3501;o
4230;4230;3502;o
4231;4231;3503;o
4232;4232;3504;o
4233;4233;3505;o
4234;4234;3506;o
4235;4235;3507;o
4236;4236;3508;o
4237;4237;3509;o
4238;4238;3510;o
4239;4239;3511;o
4240;4240;3512;o
4241;4241;3513;o
4242;4242;3513;d
4243;4243;3514;o
4244;4244;3515;o
4245;4245;3515;d
4246;4246;3516;o
4247;4247;3517;o
4248;4248;3518;o
4249;4249;3519;o
4250;4250;3520;o
4251;4251;3521;o
4252;4252;3521;d
4253;4253;3522;o
4254;4254;3523;o
4255;4255;3524;o
4256;4256;3525;o
4257;4257;3526;o
4258;4258;3527;o
4259;4259;3528;o
4260;4260;3529;o
4261;4261;3530;o
4262;4262;3531;o
4263;4263;3532;o
4264;4264;3533;o
4265;4265;3534;o
4266;4266;3535;o
4267;4267;3536;o
4268;4268;3536;d
4269;4269;3537;o
4270;4270;3538;o
4271;4271;3538;d
4272;4272;3539;o
4273;4273;3540;o
4274;4274;3541;o
4275;4275;3542;o
4276;4276;3543;o
4277;4277;3543;d
4278;4278;3544;o
4279;4279;3545;o
4280;4280;3546;o
4281;4281;3547;o
4282;4282;3548;o
4283;4283;3549;o
4284;4284;3550;o
4285;4285;3550;d
4286;4286;3551;o
4287;4287;3552;o
4288;4288;3553;o
4289;4289;3554;o
4290;4290;3555;o
4291;4291;3556;o
4292;4292;3557;o
4293;4293;3558;o
4294;4294;3558;d
4295;4295;3559;o
4296;4296;3560;o
4297;4297;3560;d
4298;4298;3561;o
4299;4299;3562;o
4300;4300;3563;o
4301;4301;3564;o
4302;4302;3565;o
4303;4303;3566;o
4304;4304;3567;o
4305;4305;3568;o
4306;4306;3568;d
4307;4307;3569;o
4308;4308;3570;o
4309;4309;3571;o
4310;4310;3572;o
4311;4311;3573;o
4312;4312;3574;o
4313;4313;3575;o
4314;4314;3576;o
4315;4315;3577;o
4316;4316;3578;o
4317;4317;3579;o
4318;4318;3580;o
